sigma,m,n,p,q,tc,coef_input_vals,error_vals_all,error_next,rel_err,pole,residue,multiplicity_pole,pole_2,res_2,remainder,k
0.01,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.489756159319821, 0.25142333627329505]","[0.0, 0.489756159319821, 0.25142333627329505]",0.489756159319821,1.0,,,,,,,
0.01,0,1,[0.48975616 1.        ],[1.],"[1.0, 0.489756159319821, 0.0]","[1, 0.489756159319821, 0.25142333627329505]","[0.0, 0.0, 0.25142333627329505]",0.25142333627329505,1.0,,,,,,,
0.01,1,0,[1.],[-0.48975616  1.        ],"[1.0, 0.489756159319821, 0.2398610955917019]","[1, 0.489756159319821, 0.25142333627329505]","[0.0, 0.0, 0.011562240681593144]",0.011562240681593144,0.04598714205679415,2.0418324118451343,-2.0418324118451343,[1],,,0.0,[]
0.011233240329780276,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.4805022070300357, 0.2421272303442039]","[0.0, 0.4805022070300357, 0.2421272303442039]",0.4805022070300357,1.0,,,,,,,
0.011233240329780276,0,1,[0.48050221 1.        ],[1.],"[1.0, 0.4805022070300357, 0.0]","[1, 0.4805022070300357, 0.2421272303442039]","[0.0, 0.0, 0.2421272303442039]",0.2421272303442039,1.0,,,,,,,
0.011233240329780276,1,0,[1.],[-0.48050221  1.        ],"[1.0, 0.4805022070300357, 0.2308823709607353]","[1, 0.4805022070300357, 0.2421272303442039]","[0.0, 0.0, 0.011244859383468586]",0.011244859383468586,0.04644194445822177,2.0811558934993424,-2.0811558934993424,[1],,,0.0,[]
0.012618568830660204,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.4712483692930623, 0.2330307098828919]","[0.0, 0.4712483692930623, 0.2330307098828919]",0.4712483692930623,1.0,,,,,,,
0.012618568830660204,0,1,[0.47124837 1.        ],[1.],"[1.0, 0.4712483692930623, 0.0]","[1, 0.4712483692930623, 0.2330307098828919]","[0.0, 0.0, 0.2330307098828919]",0.2330307098828919,1.0,,,,,,,
0.012618568830660204,1,0,[1.],[-0.47124837  1.        ],"[1.0, 0.4712483692930623, 0.22207502556137043]","[1, 0.4712483692930623, 0.2330307098828919]","[0.0, 0.0, 0.01095568432152147]",0.01095568432152147,0.04701390785372099,2.122023258139096,-2.122023258139096,[1],,,0.0,[]
0.014174741629268055,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.4619945674715374, 0.22412167514409095]","[0.0, 0.4619945674715374, 0.22412167514409095]",0.4619945674715374,1.0,,,,,,,
0.014174741629268055,0,1,[0.46199457 1.        ],[1.],"[1.0, 0.4619945674715374, 0.0]","[1, 0.4619945674715374, 0.22412167514409095]","[0.0, 0.0, 0.22412167514409095]",0.22412167514409095,1.0,,,,,,,
0.014174741629268055,1,0,[1.],[-0.46199457  1.        ],"[1.0, 0.4619945674715374, 0.2134389803732129]","[1, 0.4619945674715374, 0.22412167514409095]","[0.0, 0.0, 0.010682694770878048]",0.010682694770878048,0.04766471053730075,2.164527616575509,-2.164527616575509,[1],,,0.0,[]
0.015922827933410922,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.4527409487660052, 0.21541754435077773]","[0.0, 0.4527409487660052, 0.21541754435077773]",0.4527409487660052,1.0,,,,,,,
0.015922827933410922,0,1,[0.45274095 1.        ],[1.],"[1.0, 0.4527409487660052, 0.0]","[1, 0.4527409487660052, 0.21541754435077773]","[0.0, 0.0, 0.21541754435077773]",0.21541754435077773,1.0,,,,,,,
0.015922827933410922,1,0,[1.],[-0.45274095  1.        ],"[1.0, 0.4527409487660052, 0.20497436668954253]","[1, 0.4527409487660052, 0.21541754435077773]","[0.0, 0.0, 0.010443177661235203]",0.010443177661235203,0.04847877034671758,2.2087686186230977,-2.2087686186230977,[1],,,0.0,[]
0.01788649529057435,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.4434874612782417, 0.20690175103733852]","[0.0, 0.4434874612782417, 0.20690175103733852]",0.4434874612782417,1.0,,,,,,,
0.01788649529057435,0,1,[0.44348746 1.        ],[1.],"[1.0, 0.4434874612782417, 0.0]","[1, 0.4434874612782417, 0.20690175103733852]","[0.0, 0.0, 0.20690175103733852]",0.20690175103733852,1.0,,,,,,,
0.01788649529057435,1,0,[1.],[-0.44348746  1.        ],"[1.0, 0.4434874612782417, 0.19668112831101991]","[1, 0.4434874612782417, 0.20690175103733852]","[0.0, 0.0, 0.010220622726318601]",0.010220622726318601,0.049398435127183324,2.254855181514603,-2.254855181514603,[1],,,0.0,[]
0.02009233002565047,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.4342341459120333, 0.198584431346095]","[0.0, 0.4342341459120333, 0.198584431346095]",0.4342341459120333,1.0,,,,,,,
0.02009233002565047,0,1,[0.43423415 1.        ],[1.],"[1.0, 0.4342341459120333, 0.0]","[1, 0.4342341459120333, 0.198584431346095]","[0.0, 0.0, 0.198584431346095]",0.198584431346095,1.0,,,,,,,
0.02009233002565047,1,0,[1.],[-0.43423415  1.        ],"[1.0, 0.4342341459120333, 0.18855929347595302]","[1, 0.4342341459120333, 0.198584431346095]","[0.0, 0.0, 0.010025137870141976]",0.010025137870141976,0.05048300011328714,2.302905032720709,-2.302905032720709,[1],,,0.0,[]
0.0225701971963392,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.4249810578753001, 0.19044471052210107]","[0.0, 0.4249810578753001, 0.19044471052210107]",0.4249810578753001,1.0,,,,,,,
0.0225701971963392,0,1,[0.42498106 1.        ],[1.],"[1.0, 0.4249810578753001, 0.0]","[1, 0.4249810578753001, 0.19044471052210107]","[0.0, 0.0, 0.19044471052210107]",0.19044471052210107,1.0,,,,,,,
0.0225701971963392,1,0,[1.],[-0.42498106  1.        ],"[1.0, 0.4249810578753001, 0.18060889955280918]","[1, 0.4249810578753001, 0.19044471052210107]","[0.0, 0.0, 0.009835810969291897]",0.009835810969291897,0.05164654320052881,2.353046051039349,-2.353046051039349,[1],,,0.0,[]
0.025353644939701117,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.4157282422447028, 0.18247452186007831]","[0.0, 0.4157282422447028, 0.18247452186007831]",0.4157282422447028,1.0,,,,,,,
0.025353644939701117,0,1,[0.41572824 1.        ],[1.],"[1.0, 0.4157282422447028, 0.0]","[1, 0.4157282422447028, 0.18247452186007831]","[0.0, 0.0, 0.18247452186007831]",0.18247452186007831,1.0,,,,,,,
0.025353644939701117,1,0,[1.],[-0.41572824  1.        ],"[1.0, 0.4157282422447028, 0.17282997139987027]","[1, 0.4157282422447028, 0.18247452186007831]","[0.0, 0.0, 0.00964455046020804]",0.00964455046020804,0.052854230617485835,2.4054175261236828,-2.4054175261236828,[1],,,0.0,[]
0.02848035868435802,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.4064757454250285, 0.17466976056698985]","[0.0, 0.4064757454250285, 0.17466976056698985]",0.4064757454250285,1.0,,,,,,,
0.02848035868435802,0,1,[0.40647575 1.        ],[1.],"[1.0, 0.4064757454250285, 0.0]","[1, 0.4064757454250285, 0.17466976056698985]","[0.0, 0.0, 0.17466976056698985]",0.17466976056698985,1.0,,,,,,,
0.02848035868435802,1,0,[1.],[-0.40647575  1.        ],"[1.0, 0.4064757454250285, 0.16522253161883257]","[1, 0.4064757454250285, 0.17466976056698985]","[0.0, 0.0, 0.009447228948157277]",0.009447228948157277,0.054086230595902424,2.460171390926061,-2.460171390926061,[1],,,0.0,[]
0.03199267137797385,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.3972236834112039, 0.16702865362424016]","[0.0, 0.3972236834112039, 0.16702865362424016]",0.3972236834112039,1.0,,,,,,,
0.03199267137797385,0,1,[0.39722368 1.        ],[1.],"[1.0, 0.3972236834112039, 0.0]","[1, 0.3972236834112039, 0.16702865362424016]","[0.0, 0.0, 0.16702865362424016]",0.16702865362424016,1.0,,,,,,,
0.03199267137797385,1,0,[1.],[-0.39722368  1.        ],"[1.0, 0.3972236834112039, 0.15778665466276434]","[1, 0.3972236834112039, 0.16702865362424016]","[0.0, 0.0, 0.009241998961475817]",0.009241998961475817,0.05533181739144765,2.517473256912542,-2.517473256912542,[1],,,0.0,[]
0.03593813663804628,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.3879721129514444, 0.1595499811323203]","[0.0, 0.3879721129514444, 0.1595499811323203]",0.3879721129514444,1.0,,,,,,,
0.03593813663804628,0,1,[0.38797211 1.        ],[1.],"[1.0, 0.3879721129514444, 0.0]","[1, 0.3879721129514444, 0.1595499811323203]","[0.0, 0.0, 0.1595499811323203]",0.1595499811323203,1.0,,,,,,,
0.03593813663804628,1,0,[1.],[-0.38797211  1.        ],"[1.0, 0.3879721129514444, 0.15052236042800834]","[1, 0.3879721129514444, 0.1595499811323203]","[0.0, 0.0, 0.009027620704311956]",0.009027620704311956,0.05658177230886063,2.5775048427904723,-2.5775048427904723,[1],,,0.0,[]
0.040370172585965536,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.3787211578652362, 0.15223799566235674]","[0.0, 0.3787211578652362, 0.15223799566235674]",0.3787211578652362,1.0,,,,,,,
0.040370172585965536,0,1,[0.37872116 1.        ],[1.],"[1.0, 0.3787211578652362, 0.0]","[1, 0.3787211578652362, 0.15223799566235674]","[0.0, 0.0, 0.15223799566235674]",0.15223799566235674,1.0,,,,,,,
0.040370172585965536,1,0,[1.],[-0.37872116  1.        ],"[1.0, 0.3787211578652362, 0.14342971541478516]","[1, 0.3787211578652362, 0.15223799566235674]","[0.0, 0.0, 0.008808280247571576]",0.008808280247571576,0.057858619388993726,2.6404651000666806,-2.6404651000666806,[1],,,0.0,[]
0.04534878508128582,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.3694709617525233, 0.1450986207506372]","[0.0, 0.3694709617525233, 0.1450986207506372]",0.3694709617525233,1.0,,,,,,,
0.04534878508128582,0,1,[0.36947096 1.        ],[1.],"[1.0, 0.3694709617525233, 0.0]","[1, 0.3694709617525233, 0.1450986207506372]","[0.0, 0.0, 0.1450986207506372]",0.1450986207506372,1.0,,,,,,,
0.04534878508128582,1,0,[1.],[-0.36947096  1.        ],"[1.0, 0.3694709617525233, 0.13650879157833454]","[1, 0.3694709617525233, 0.1450986207506372]","[0.0, 0.0, 0.008589829172302665]",0.008589829172302665,0.05919993675932266,2.7065726498685265,-2.7065726498685265,[1],,,0.0,[]
0.0509413801481638,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.36022169835831297, 0.13813203257900955]","[0.0, 0.36022169835831297, 0.13813203257900955]",0.36022169835831297,1.0,,,,,,,
0.0509413801481638,0,1,[0.3602217 1.       ],[1.],"[1.0, 0.36022169835831297, 0.0]","[1, 0.36022169835831297, 0.13813203257900955]","[0.0, 0.0, 0.13813203257900955]",0.13813203257900955,1.0,,,,,,,
0.0509413801481638,1,0,[1.],[-0.3602217  1.       ],"[1.0, 0.36022169835831297, 0.12975967196814742]","[1, 0.36022169835831297, 0.13813203257900955]","[0.0, 0.0, 0.008372360610862134]",0.008372360610862134,0.0606112894637474,2.7760681951071664,-2.7760681951071664,[1],,,0.0,[]
0.05722367659350217,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.3509735779673127, 0.13134111430787918]","[0.0, 0.3509735779673127, 0.13134111430787918]",0.3509735779673127,1.0,,,,,,,
0.05722367659350217,0,1,[0.35097358 1.        ],[1.],"[1.0, 0.3509735779673127, 0.0]","[1, 0.3509735779673127, 0.13134111430787918]","[0.0, 0.0, 0.13134111430787918]",0.13134111430787918,1.0,,,,,,,
0.05722367659350217,1,0,[1.],[-0.35097358  1.        ],"[1.0, 0.3509735779673127, 0.12318245243117733]","[1, 0.3509735779673127, 0.13134111430787918]","[0.0, 0.0, 0.008158661876701848]",0.008158661876701848,0.06211811068982539,2.849217327958326,-2.849217327958326,[1],,,0.0,[]
0.06428073117284319,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.3417268589482709, 0.12472474420629498]","[0.0, 0.3417268589482709, 0.12472474420629498]",0.3417268589482709,1.0,,,,,,,
0.06428073117284319,0,1,[0.34172686 1.        ],[1.],"[1.0, 0.3417268589482709, 0.0]","[1, 0.3417268589482709, 0.12472474420629498]","[0.0, 0.0, 0.12472474420629498]",0.12472474420629498,1.0,,,,,,,
0.06428073117284319,1,0,[1.],[-0.34172686  1.        ],"[1.0, 0.3417268589482709, 0.11677724612665141]","[1, 0.3417268589482709, 0.12472474420629498]","[0.0, 0.0, 0.007947498079643567]",0.007947498079643567,0.06372029969047993,2.9263137321944472,-2.9263137321944472,[1],,,0.0,[]
0.07220809018385464,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.3324818556697395, 0.11828021784035955]","[0.0, 0.3324818556697395, 0.11828021784035955]",0.3324818556697395,1.0,,,,,,,
0.07220809018385464,0,1,[0.33248186 1.        ],[1.],"[1.0, 0.3324818556697395, 0.0]","[1, 0.3324818556697395, 0.11828021784035955]","[0.0, 0.0, 0.11828021784035955]",0.11828021784035955,1.0,,,,,,,
0.07220809018385464,1,0,[1.],[-0.33248186  1.        ],"[1.0, 0.3324818556697395, 0.11054418434959347]","[1, 0.3324818556697395, 0.11828021784035955]","[0.0, 0.0, 0.007736033490766084]",0.007736033490766084,0.06540428849401726,3.007682924488123,-3.007682924488123,[1],,,0.0,[]
0.08111308307896872,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.3232389514651411, 0.11200713586544937]","[0.0, 0.3232389514651411, 0.11200713586544937]",0.3232389514651411,1.0,,,,,,,
0.08111308307896872,0,1,[0.32323895 1.        ],[1.],"[1.0, 0.3232389514651411, 0.0]","[1, 0.3232389514651411, 0.11200713586544937]","[0.0, 0.0, 0.11200713586544937]",0.11200713586544937,1.0,,,,,,,
0.08111308307896872,1,0,[1.],[-0.32323895  1.        ],"[1.0, 0.3232389514651411, 0.10448341974428384]","[1, 0.3232389514651411, 0.11200713586544937]","[0.0, 0.0, 0.007523716121165536]",0.007523716121165536,0.06717175707629501,3.0936865605686217,-3.0936865605686217,[1],,,0.0,[]
0.09111627561154892,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.3139986108095653, 0.10590486033175804]","[0.0, 0.3139986108095653, 0.10590486033175804]",0.3139986108095653,1.0,,,,,,,
0.09111627561154892,0,1,[0.31399861 1.        ],[1.],"[1.0, 0.3139986108095653, 0.0]","[1, 0.3139986108095653, 0.10590486033175804]","[0.0, 0.0, 0.10590486033175804]",0.10590486033175804,1.0,,,,,,,
0.09111627561154892,1,0,[1.],[-0.31399861  1.        ],"[1.0, 0.3139986108095653, 0.09859512759033687]","[1, 0.3139986108095653, 0.10590486033175804]","[0.0, 0.0, 0.007309732741421174]",0.007309732741421174,0.06902169285264786,3.184727465582587,-3.184727465582587,[1],,,0.0,[]
0.10235310218990264,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.3047614005915244, 0.0999745001575857]","[0.0, 0.3047614005915244, 0.0999745001575857]",0.3047614005915244,1.0,,,,,,,
0.10235310218990264,0,1,[0.3047614 1.       ],[1.],"[1.0, 0.3047614005915244, 0.0]","[1, 0.3047614005915244, 0.0999745001575857]","[0.0, 0.0, 0.0999745001575857]",0.0999745001575857,1.0,,,,,,,
0.10235310218990264,1,0,[1.],[-0.3047614  1.       ],"[1.0, 0.3047614005915244, 0.09287951129050762]","[1, 0.3047614005915244, 0.0999745001575857]","[0.0, 0.0, 0.007094988867078086]",0.007094988867078086,0.07096798539522124,3.281255428210585,-3.281255428210585,[1],,,0.0,[]
0.11497569953977355,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2955280069655413, 0.09421722065687597]","[0.0, 0.2955280069655413, 0.09421722065687597]",0.2955280069655413,1.0,,,,,,,
0.11497569953977355,0,1,[0.29552801 1.        ],[1.],"[1.0, 0.2955280069655413, 0.0]","[1, 0.2955280069655413, 0.09421722065687597]","[0.0, 0.0, 0.09421722065687597]",0.09421722065687597,1.0,,,,,,,
0.11497569953977355,1,0,[1.],[-0.29552801  1.        ],"[1.0, 0.2955280069655413, 0.08733680290102504]","[1, 0.2955280069655413, 0.09421722065687597]","[0.0, 0.0, 0.006880417755850937]",0.006880417755850937,0.07302717813029443,3.3837740465545805,-3.3837740465545805,[1],,,0.0,[]
0.1291549665014884,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2862992619328552, 0.08863384661309216]","[0.0, 0.2862992619328552, 0.08863384661309216]",0.2862992619328552,1.0,,,,,,,
0.1291549665014884,0,1,[0.28629926 1.        ],[1.],"[1.0, 0.2862992619328552, 0.0]","[1, 0.2862992619328552, 0.08863384661309216]","[0.0, 0.0, 0.08863384661309216]",0.08863384661309216,1.0,,,,,,,
0.1291549665014884,1,0,[1.],[-0.28629926  1.        ],"[1.0, 0.2862992619328552, 0.08196726738329764]","[1, 0.2862992619328552, 0.08863384661309216]","[0.0, 0.0, 0.0066665792297945226]",0.0066665792297945226,0.07521482463573681,3.4928486830487415,-3.4928486830487415,[1],,,0.0,[]
0.14508287784959395,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2770761718549051, 0.0832237280877016]","[0.0, 0.2770761718549051, 0.0832237280877016]",0.2770761718549051,1.0,,,,,,,
0.14508287784959395,0,1,[0.27707617 1.        ],[1.],"[1.0, 0.2770761718549051, 0.0]","[1, 0.2770761718549051, 0.0832237280877016]","[0.0, 0.0, 0.0832237280877016]",0.0832237280877016,1.0,,,,,,,
0.14508287784959395,1,0,[1.],[-0.27707617  1.        ],"[1.0, 0.2770761718549051, 0.07677120500976889]","[1, 0.2770761718549051, 0.0832237280877016]","[0.0, 0.0, 0.0064525230779327175]",0.0064525230779327175,0.07753225223379821,3.6091158373722023,-3.6091158373722023,[1],,,0.0,[]
0.16297508346206446,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.26785995059783324, 0.07798718046950474]","[0.0, 0.26785995059783324, 0.07798718046950474]",0.26785995059783324,1.0,,,,,,,
0.16297508346206446,0,1,[0.26785995 1.        ],[1.],"[1.0, 0.26785995059783324, 0.0]","[1, 0.26785995059783324, 0.07798718046950474]","[0.0, 0.0, 0.07798718046950474]",0.07798718046950474,1.0,,,,,,,
0.16297508346206446,1,0,[1.],[-0.26785995  1.        ],"[1.0, 0.26785995059783324, 0.07174895313427367]","[1, 0.26785995059783324, 0.07798718046950474]","[0.0, 0.0, 0.006238227335231078]",0.006238227335231078,0.07999042019053897,3.733294200077737,-3.733294200077737,[1],,,0.0,[]
0.1830738280295368,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.25865206050837924, 0.07292333163163474]","[0.0, 0.25865206050837924, 0.07292333163163474]",0.25865206050837924,1.0,,,,,,,
0.1830738280295368,0,1,[0.25865206 1.        ],[1.],"[1.0, 0.25865206050837924, 0.0]","[1, 0.25865206050837924, 0.07292333163163474]","[0.0, 0.0, 0.07292333163163474]",0.07292333163163474,1.0,,,,,,,
0.1830738280295368,1,0,[1.],[-0.25865206  1.        ],"[1.0, 0.25865206050837924, 0.06690088840523027]","[1, 0.25865206050837924, 0.07292333163163474]","[0.0, 0.0, 0.006022443226404467]",0.006022443226404467,0.08258595831614311,3.8661976944413485,-3.8661976944413485,[1],,,0.0,[]
0.20565123083486514,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2494542624544915, 0.06803373751690116]","[0.0, 0.2494542624544915, 0.06803373751690116]",0.2494542624544915,1.0,,,,,,,
0.20565123083486514,0,1,[0.24945426 1.        ],[1.],"[1.0, 0.2494542624544915, 0.0]","[1, 0.2494542624544915, 0.06803373751690116]","[0.0, 0.0, 0.06803373751690116]",0.06803373751690116,1.0,,,,,,,
0.20565123083486514,1,0,[1.],[-0.24945426  1.        ],"[1.0, 0.2494542624544915, 0.062227429056714335]","[1, 0.2494542624544915, 0.06803373751690116]","[0.0, 0.0, 0.005806308460186822]",0.005806308460186822,0.0853445462810918,4.008750903514556,-4.008750903514556,[1],,,0.0,[]
0.2310129700083159,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2402686635787804, 0.0633185323623905]","[0.0, 0.2402686635787804, 0.0633185323623905]",0.2402686635787804,1.0,,,,,,,
0.2310129700083159,0,1,[0.24026866 1.        ],[1.],"[1.0, 0.2402686635787804, 0.0]","[1, 0.2402686635787804, 0.0633185323623905]","[0.0, 0.0, 0.0633185323623905]",0.0633185323623905,1.0,,,,,,,
0.2310129700083159,1,0,[1.],[-0.24026866  1.        ],"[1.0, 0.2402686635787804, 0.057729030697933156]","[1, 0.2402686635787804, 0.0633185323623905]","[0.0, 0.0, 0.005589501664457347]",0.005589501664457347,0.08827591948068209,4.162007583948272,-4.162007583948272,[1],,,0.0,[]
0.2595024211399736,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.23109778964266986, 0.058778687646918036]","[0.0, 0.23109778964266986, 0.058778687646918036]",0.23109778964266986,1.0,,,,,,,
0.2595024211399736,0,1,[0.23109779 1.        ],[1.],"[1.0, 0.23109778964266986, 0.0]","[1, 0.23109778964266986, 0.058778687646918036]","[0.0, 0.0, 0.058778687646918036]",0.058778687646918036,1.0,,,,,,,
0.2595024211399736,1,0,[1.],[-0.23109779  1.        ],"[1.0, 0.23109778964266986, 0.05340618837772769]","[1, 0.23109778964266986, 0.058778687646918036]","[0.0, 0.0, 0.005372499269190346]",0.005372499269190346,0.0914021643603682,4.327172499339908,-4.327172499339908,[1],,,0.0,[]
0.2915053062825176,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2219446527485588, 0.05441432615605376]","[0.0, 0.2219446527485588, 0.05441432615605376]",0.2219446527485588,1.0,,,,,,,
0.2915053062825176,0,1,[0.22194465 1.        ],[1.],"[1.0, 0.2219446527485588, 0.0]","[1, 0.2219446527485588, 0.05441432615605376]","[0.0, 0.0, 0.05441432615605376]",0.05441432615605376,1.0,,,,,,,
0.2915053062825176,1,0,[1.],[-0.22194465  1.        ],"[1.0, 0.2219446527485588, 0.04925942888367835]","[1, 0.2219446527485588, 0.05441432615605376]","[0.0, 0.0, 0.0051548972723754125]",0.0051548972723754125,0.094734192932791,4.505627811330514,-4.505627811330514,[1],,,0.0,[]
0.32745491628777285,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.21281283667818374, 0.05022585853156236]","[0.0, 0.21281283667818374, 0.05022585853156236]",0.21281283667818374,1.0,,,,,,,
0.32745491628777285,0,1,[0.21281284 1.        ],[1.],"[1.0, 0.21281283667818374, 0.0]","[1, 0.21281283667818374, 0.05022585853156236]","[0.0, 0.0, 0.05022585853156236]",0.05022585853156236,1.0,,,,,,,
0.32745491628777285,1,0,[1.],[-0.21281284  1.        ],"[1.0, 0.21281283667818374, 0.045289303455015306]","[1, 0.21281283667818374, 0.05022585853156236]","[0.0, 0.0, 0.004936555076547056]",0.004936555076547056,0.0982871218307773,4.698964665896556,-4.698964665896556,[1],,,0.0,[]
0.3678379771828633,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.2037065919583176, 0.04621384249012983]","[0.0, 0.2037065919583176, 0.04621384249012983]",0.2037065919583176,1.0,,,,,,,
0.3678379771828633,0,1,[0.20370659 1.        ],[1.],"[1.0, 0.2037065919583176, 0.0]","[1, 0.2037065919583176, 0.04621384249012983]","[0.0, 0.0, 0.04621384249012983]",0.04621384249012983,1.0,,,,,,,
0.3678379771828633,1,0,[1.],[-0.20370659  1.        ],"[1.0, 0.2037065919583176, 0.04149637560727251]","[1, 0.2037065919583176, 0.04621384249012983]","[0.0, 0.0, 0.0047174668828573185]",0.0047174668828573185,0.10207908775092348,4.909021305528589,-4.909021305528589,[1],,,0.0,[]
0.4132012400115336,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.1946309412126038, 0.04237883306312616]","[0.0, 0.1946309412126038, 0.04237883306312616]",0.1946309412126038,1.0,,,,,,,
0.4132012400115336,0,1,[0.19463094 1.        ],[1.],"[1.0, 0.1946309412126038, 0.0]","[1, 0.1946309412126038, 0.04237883306312616]","[0.0, 0.0, 0.04237883306312616]",0.04237883306312616,1.0,,,,,,,
0.4132012400115336,1,0,[1.],[-0.19463094  1.        ],"[1.0, 0.1946309412126038, 0.037881203277304036]","[1, 0.1946309412126038, 0.04237883306312616]","[0.0, 0.0, 0.004497629785822126]",0.004497629785822126,0.10612915601339469,5.1379292201421185,-5.1379292201421185,[1],,,0.0,[]
0.464158883361278,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.18559179768776685, 0.03872149685038892]","[0.0, 0.18559179768776685, 0.03872149685038892]",0.18559179768776685,1.0,,,,,,,
0.464158883361278,0,1,[0.1855918 1.       ],[1.],"[1.0, 0.18559179768776685, 0.0]","[1, 0.18559179768776685, 0.03872149685038892]","[0.0, 0.0, 0.03872149685038892]",0.03872149685038892,1.0,,,,,,,
0.464158883361278,1,0,[1.],[-0.1855918  1.       ],"[1.0, 0.18559179768776685, 0.03444431536897698]","[1, 0.18559179768776685, 0.03872149685038892]","[0.0, 0.0, 0.004277181481411943]",0.004277181481411943,0.11046012756009929,5.388169156496695,-5.388169156496695,[1],,,0.0,[]
0.5214008287999684,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.1765960922118638, 0.03524233870277931]","[0.0, 0.1765960922118638, 0.03524233870277931]",0.1765960922118638,1.0,,,,,,,
