sigma,m,n,p,q,tc,coef_input_vals,error_vals_all,error_next,rel_err,pole,residue,multiplicity_pole,pole_2,res_2,remainder,k
0.5214008287999684,0,1,[0.17659609 1.        ],[1.],"[1.0, 0.1765960922118638, 0.0]","[1, 0.1765960922118638, 0.03524233870277931]","[0.0, 0.0, 0.03524233870277931]",0.03524233870277931,1.0,,,,,,,
0.5214008287999684,1,0,[1.],[-0.17659609  1.        ],"[1.0, 0.1765960922118638, 0.031186179784501097]","[1, 0.1765960922118638, 0.03524233870277931]","[0.0, 0.0, 0.0040561589182782146]",0.0040561589182782146,0.11509335269961338,5.662639458637011,-5.662639458637011,[1],,,0.0,[]
0.5857020818056667,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.1676519108364828, 0.03194183003621252]","[0.0, 0.1676519108364828, 0.03194183003621252]",0.1676519108364828,1.0,,,,,,,
0.5857020818056667,0,1,[0.16765191 1.        ],[1.],"[1.0, 0.1676519108364828, 0.0]","[1, 0.1676519108364828, 0.03194183003621252]","[0.0, 0.0, 0.03194183003621252]",0.03194183003621252,1.0,,,,,,,
0.5857020818056667,1,0,[1.],[-0.16765191  1.        ],"[1.0, 0.1676519108364828, 0.028107163207123975]","[1, 0.1676519108364828, 0.03194183003621252]","[0.0, 0.0, 0.0038346668290885413]",0.0038346668290885413,0.12005156951687401,5.9647396502109515,-5.9647396502109515,[1],,,0.0,[]
0.6579332246575679,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.1587686382337254, 0.028820360628077607]","[0.0, 0.1587686382337254, 0.028820360628077607]",0.1587686382337254,1.0,,,,,,,
0.6579332246575679,0,1,[0.15876864 1.        ],[1.],"[1.0, 0.1587686382337254, 0.0]","[1, 0.1587686382337254, 0.028820360628077607]","[0.0, 0.0, 0.028820360628077607]",0.028820360628077607,1.0,,,,,,,
0.6579332246575679,1,0,[1.],[-0.15876864  1.        ],"[1.0, 0.1587686382337254, 0.025207480486591567]","[1, 0.1587686382337254, 0.028820360628077607]","[0.0, 0.0, 0.0036128801414860405]",0.0036128801414860405,0.1253586028332439,6.298473118651348,-6.298473118651348,[1],,,0.0,[]
0.739072203352578,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.14995710359411749, 0.025878179626549314]","[0.0, 0.14995710359411749, 0.025878179626549314]",0.14995710359411749,1.0,,,,,,,
0.739072203352578,0,1,[0.1499571 1.       ],[1.],"[1.0, 0.14995710359411749, 0.0]","[1, 0.14995710359411749, 0.025878179626549314]","[0.0, 0.0, 0.025878179626549314]",0.025878179626549314,1.0,,,,,,,
0.739072203352578,1,0,[1.],[-0.1499571  1.       ],"[1.0, 0.14995710359411749, 0.022487132918336882]","[1, 0.14995710359411749, 0.025878179626549314]","[0.0, 0.0, 0.0033910467082124314]",0.0033910467082124314,0.13103884265234175,6.668573718966042,-6.668573718966042,[1],,,0.0,[]
0.8302175681319743,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.14122972316154225, 0.023115354597461644]","[0.0, 0.14122972316154225, 0.023115354597461644]",0.14122972316154225,1.0,,,,,,,
0.8302175681319743,0,1,[0.14122972 1.        ],[1.],"[1.0, 0.14122972316154225, 0.0]","[1, 0.14122972316154225, 0.023115354597461644]","[0.0, 0.0, 0.023115354597461644]",0.023115354597461644,1.0,,,,,,,
0.8302175681319743,1,0,[1.],[-0.14122972  1.        ],"[1.0, 0.14122972316154225, 0.019945834704285865]","[1, 0.14122972316154225, 0.023115354597461644]","[0.0, 0.0, 0.003169519893175779]",0.003169519893175779,0.1371175112115231,7.080662466895682,-7.080662466895682,[1],,,0.0,[]
0.93260334688322,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.13260063156293395, 0.020531693988038432]","[0.0, 0.13260063156293395, 0.020531693988038432]",0.13260063156293395,1.0,,,,,,,
0.93260334688322,0,1,[0.13260063 1.        ],[1.],"[1.0, 0.13260063156293395, 0.0]","[1, 0.13260063156293395, 0.020531693988038432]","[0.0, 0.0, 0.020531693988038432]",0.020531693988038432,1.0,,,,,,,
0.93260334688322,1,0,[1.],[-0.13260063  1.        ],"[1.0, 0.13260063156293395, 0.017582927490888953]","[1, 0.13260063156293395, 0.020531693988038432]","[0.0, 0.0, 0.00294876649714948]",0.00294876649714948,0.14362022436470184,7.541442210442168,-7.541442210442168,[1],,,0.0,[]
1.0476157527896652,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.1240857919613328, 0.018126612217687386]","[0.0, 0.1240857919613328, 0.018126612217687386]",0.1240857919613328,1.0,,,,,,,
1.0476157527896652,0,1,[0.12408579 1.        ],[1.],"[1.0, 0.1240857919613328, 0.0]","[1, 0.1240857919613328, 0.018126612217687386]","[0.0, 0.0, 0.018126612217687386]",0.018126612217687386,1.0,,,,,,,
1.0476157527896652,1,0,[1.],[-0.12408579  1.        ],"[1.0, 0.1240857919613328, 0.015397283766671165]","[1, 0.1240857919613328, 0.018126612217687386]","[0.0, 0.0, 0.0027293284510162205]",0.0027293284510162205,0.15057024546225062,8.058940384662383,-8.058940384662383,[1],,,0.0,[]
1.1768119524349978,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.1157030720871691, 0.01589910561338907]","[0.0, 0.1157030720871691, 0.01589910561338907]",0.1157030720871691,1.0,,,,,,,
1.1768119524349978,0,1,[0.11570307 1.        ],[1.],"[1.0, 0.1157030720871691, 0.0]","[1, 0.1157030720871691, 0.01589910561338907]","[0.0, 0.0, 0.01589910561338907]",0.01589910561338907,1.0,,,,,,,
1.1768119524349978,1,0,[1.],[-0.11570307  1.        ],"[1.0, 0.1157030720871691, 0.013387200890408648]","[1, 0.1157030720871691, 0.01589910561338907]","[0.0, 0.0, 0.002511904722980421]",0.002511904722980421,0.1579903161889231,8.642812865388862,-8.642812865388862,[1],,,0.0,[]
1.3219411484660286,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.10747227172204876, 0.013847621727452441]","[0.0, 0.10747227172204876, 0.013847621727452441]",0.10747227172204876,1.0,,,,,,,
1.3219411484660286,0,1,[0.10747227 1.        ],[1.],"[1.0, 0.10747227172204876, 0.0]","[1, 0.10747227172204876, 0.013847621727452441]","[0.0, 0.0, 0.013847621727452441]",0.013847621727452441,1.0,,,,,,,
1.3219411484660286,1,0,[1.],[-0.10747227  1.        ],"[1.0, 0.10747227172204876, 0.011550289189097881]","[1, 0.10747227172204876, 0.013847621727452441]","[0.0, 0.0, 0.0022973325383545597]",0.0022973325383545597,0.16590087334637224,9.304725618774116,-9.304725618774116,[1],,,0.0,[]
1.4849682622544653,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.09941508382974686, 0.011969943869476134]","[0.0, 0.09941508382974686, 0.011969943869476134]",0.09941508382974686,1.0,,,,,,,
1.4849682622544653,0,1,[0.09941508 1.        ],[1.],"[1.0, 0.09941508382974686, 0.0]","[1, 0.09941508382974686, 0.011969943869476134]","[0.0, 0.0, 0.011969943869476134]",0.011969943869476134,1.0,,,,,,,
1.4849682622544653,1,0,[1.],[-0.09941508  1.        ],"[1.0, 0.09941508382974686, 0.009883358892875595]","[1, 0.09941508382974686, 0.011969943869476134]","[0.0, 0.0, 0.002086584976600539]",0.002086584976600539,0.17431869350042814,10.058835756881203,-10.058835756881203,[1],,,0.0,[]
1.6681005372000592,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.09155497110796916, 0.01026308123421168]","[0.0, 0.09155497110796916, 0.01026308123421168]",0.09155497110796916,1.0,,,,,,,
1.6681005372000592,0,1,[0.09155497 1.        ],[1.],"[1.0, 0.09155497110796916, 0.0]","[1, 0.09155497110796916, 0.01026308123421168]","[0.0, 0.0, 0.01026308123421168]",0.01026308123421168,1.0,,,,,,,
1.6681005372000592,1,0,[1.],[-0.09155497  1.        ],"[1.0, 0.09155497110796916, 0.008382312734581067]","[1, 0.09155497110796916, 0.01026308123421168]","[0.0, 0.0, 0.0018807684996306126]",0.0018807684996306126,0.18325573545702104,10.92239982054844,-10.92239982054844,[1],,,0.0,[]
1.873817422860383,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.08391693887731935, 0.008723159454806749]","[0.0, 0.08391693887731935, 0.008723159454806749]",0.08391693887731935,1.0,,,,,,,
1.873817422860383,0,1,[0.08391694 1.        ],[1.],"[1.0, 0.08391693887731935, 0.0]","[1, 0.08391693887731935, 0.008723159454806749]","[0.0, 0.0, 0.008723159454806749]",0.008723159454806749,1.0,,,,,,,
1.873817422860383,1,0,[1.],[-0.08391694  1.        ],"[1.0, 0.08391693887731935, 0.007042052630539752]","[1, 0.08391693887731935, 0.008723159454806749]","[0.0, 0.0, 0.0016811068242669966]",0.0016811068242669966,0.19271765384738568,11.916545257470956,-11.916545257470956,[1],,,0.0,[]
2.10490414451202,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.07652718712327397, 0.0073453276243252265]","[0.0, 0.07652718712327397, 0.0073453276243252265]",0.07652718712327397,1.0,,,,,,,
2.10490414451202,0,1,[0.07652719 1.        ],[1.],"[1.0, 0.07652718712327397, 0.0]","[1, 0.07652718712327397, 0.0073453276243252265]","[0.0, 0.0, 0.0073453276243252265]",0.0073453276243252265,1.0,,,,,,,
2.10490414451202,1,0,[1.],[-0.07652719  1.        ],"[1.0, 0.07652718712327397, 0.005856410369000589]","[1, 0.07652718712327397, 0.0073453276243252265]","[0.0, 0.0, 0.0014889172553246375]",0.0014889172553246375,0.2027026337659671,13.06725149049511,-13.06725149049511,[1],,,0.0,[]
2.3644894126454066,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.06941262831129975, 0.006123673812344586]","[0.0, 0.06941262831129975, 0.006123673812344586]",0.06941262831129975,1.0,,,,,,,
2.3644894126454066,0,1,[0.06941263 1.        ],[1.],"[1.0, 0.06941262831129975, 0.0]","[1, 0.06941262831129975, 0.006123673812344586]","[0.0, 0.0, 0.006123673812344586]",0.006123673812344586,1.0,,,,,,,
2.3644894126454066,1,0,[1.],[-0.06941263  1.        ],"[1.0, 0.06941262831129975, 0.004818112969082652]","[1, 0.06941262831129975, 0.006123673812344586]","[0.0, 0.0, 0.0013055608432619341]",0.0013055608432619341,0.21319895266630323,14.406600417365395,-14.406600417365395,[1],,,0.0,[]
2.656087782946687,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.06260026477139467, 0.005051187553406458]","[0.0, 0.06260026477139467, 0.005051187553406458]",0.06260026477139467,1.0,,,,,,,
2.656087782946687,0,1,[0.06260026 1.        ],[1.],"[1.0, 0.06260026477139467, 0.0]","[1, 0.06260026477139467, 0.005051187553406458]","[0.0, 0.0, 0.005051187553406458]",0.005051187553406458,1.0,,,,,,,
2.656087782946687,1,0,[1.],[-0.06260026  1.        ],"[1.0, 0.06260026477139467, 0.003918793149448717]","[1, 0.06260026477139467, 0.005051187553406458]","[0.0, 0.0, 0.0011323944039577415]",0.0011323944039577415,0.22418379677746647,15.974373329758697,-15.974373329758697,[1],,,0.0,[]
2.9836472402833403,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.05611642977616619, 0.004119756766402241]","[0.0, 0.05611642977616619, 0.004119756766402241]",0.05611642977616619,1.0,,,,,,,
2.9836472402833403,0,1,[0.05611643 1.        ],[1.],"[1.0, 0.05611642977616619, 0.0]","[1, 0.05611642977616619, 0.004119756766402241]","[0.0, 0.0, 0.004119756766402241]",0.004119756766402241,1.0,,,,,,,
2.9836472402833403,1,0,[1.],[-0.05611643  1.        ],"[1.0, 0.05611642977616619, 0.0031490536908233913]","[1, 0.05611642977616619, 0.004119756766402241]","[0.0, 0.0, 0.0009707030755788494]",0.0009707030755788494,0.23562145306616214,17.82009304563279,-17.82009304563279,[1],,,0.0,[]
3.3516026509388412,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.049985910090457976, 0.0033202214051376213]","[0.0, 0.049985910090457976, 0.0033202214051376213]",0.049985910090457976,1.0,,,,,,,
3.3516026509388412,0,1,[0.04998591 1.        ],[1.],"[1.0, 0.049985910090457976, 0.0]","[1, 0.049985910090457976, 0.0033202214051376213]","[0.0, 0.0, 0.0033202214051376213]",0.0033202214051376213,1.0,,,,,,,
3.3516026509388412,1,0,[1.],[-0.04998591  1.        ],"[1.0, 0.049985910090457976, 0.0024985912075713487]","[1, 0.049985910090457976, 0.0033202214051376213]","[0.0, 0.0, 0.0008216301975662726]",0.0008216301975662726,0.2474624723203411,20.005637552468897,-20.005637552468897,[1],,,0.0,[]
3.7649358067924674,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.04423098399156194, 0.002642476159345572]","[0.0, 0.04423098399156194, 0.002642476159345572]",0.04423098399156194,1.0,,,,,,,
3.7649358067924674,0,1,[0.04423098 1.        ],[1.],"[1.0, 0.04423098399156194, 0.0]","[1, 0.04423098399156194, 0.002642476159345572]","[0.0, 0.0, 0.002642476159345572]",0.002642476159345572,1.0,,,,,,,
3.7649358067924674,1,0,[1.],[-0.04423098  1.        ],"[1.0, 0.04423098399156194, 0.0019563799448618084]","[1, 0.04423098399156194, 0.002642476159345572]","[0.0, 0.0, 0.0006860962144837634]",0.0006860962144837634,0.25964140189392665,22.60858587705787,-22.60858587705787,[1],,,0.0,[]
4.229242874389499,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.038870426066730086, 0.0020756475804756206]","[0.0, 0.038870426066730086, 0.0020756475804756206]",0.038870426066730086,1.0,,,,,,,
4.229242874389499,0,1,[0.03887043 1.        ],[1.],"[1.0, 0.038870426066730086, 0.0]","[1, 0.038870426066730086, 0.0020756475804756206]","[0.0, 0.0, 0.0020756475804756206]",0.0020756475804756206,1.0,,,,,,,
4.229242874389499,1,0,[1.],[-0.03887043  1.        ],"[1.0, 0.038870426066730086, 0.0015109100226091297]","[1, 0.038870426066730086, 0.0020756475804756206]","[0.0, 0.0, 0.0005647375578664909]",0.0005647375578664909,0.27207776656241667,25.726499583083253,-25.726499583083253,[1],,,0.0,[]
4.750810162102797,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.0339185459803133, 0.0016083163208843606]","[0.0, 0.0339185459803133, 0.0016083163208843606]",0.0339185459803133,1.0,,,,,,,
4.750810162102797,0,1,[0.03391855 1.        ],[1.],"[1.0, 0.0339185459803133, 0.0]","[1, 0.0339185459803133, 0.0016083163208843606]","[0.0, 0.0, 0.0016083163208843606]",0.0016083163208843606,1.0,,,,,,,
4.750810162102797,1,0,[1.],[-0.03391855  1.        ],"[1.0, 0.0339185459803133, 0.0011504677614186272]","[1, 0.0339185459803133, 0.0016083163208843606]","[0.0, 0.0, 0.00045784855946573336]",0.00045784855946573336,0.28467569067133347,29.482395872170084,-29.482395872170084,[1],,,0.0,[]
5.336699231206307,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.0293843400631868, 0.0012287901325388983]","[0.0, 0.0293843400631868, 0.0012287901325388983]",0.0293843400631868,1.0,,,,,,,
5.336699231206307,0,1,[0.02938434 1.        ],[1.],"[1.0, 0.0293843400631868, 0.0]","[1, 0.0293843400631868, 0.0012287901325388983]","[0.0, 0.0, 0.0012287901325388983]",0.0012287901325388983,1.0,,,,,,,
5.336699231206307,1,0,[1.],[-0.02938434  1.        ],"[1.0, 0.0293843400631868, 0.0008634394409490049]","[1, 0.0293843400631868, 0.0012287901325388983]","[0.0, 0.0, 0.0003653506915898934]",0.0003653506915898934,0.29732554153491947,34.03173247551736,-34.03173247551736,[1],,,0.0,[]
5.994842503189409,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.025270838484523744, 0.0009254036855458115]","[0.0, 0.025270838484523744, 0.0009254036855458115]",0.025270838484523744,1.0,,,,,,,
5.994842503189409,0,1,[0.02527084 1.        ],[1.],"[1.0, 0.025270838484523744, 0.0]","[1, 0.025270838484523744, 0.0009254036855458115]","[0.0, 0.0, 0.0009254036855458115]",0.0009254036855458115,1.0,,,,,,,
5.994842503189409,1,0,[1.],[-0.02527084  1.        ],"[1.0, 0.025270838484523744, 0.0006386152777108863]","[1, 0.025270838484523744, 0.0009254036855458115]","[0.0, 0.0, 0.0002867884078349252]",0.0002867884078349252,0.30990627367749757,39.571302733481346,-39.571302733481346,[1],,,0.0,[]
6.734150657750821,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.021574724228142026, 0.000686824923689524]","[0.0, 0.021574724228142026, 0.000686824923689524]",0.021574724228142026,1.0,,,,,,,
6.734150657750821,0,1,[0.02157472 1.        ],[1.],"[1.0, 0.021574724228142026, 0.0]","[1, 0.021574724228142026, 0.000686824923689524]","[0.0, 0.0, 0.000686824923689524]",0.000686824923689524,1.0,,,,,,,
6.734150657750821,1,0,[1.],[-0.02157472  1.        ],"[1.0, 0.021574724228142026, 0.00046546872552037855]","[1, 0.021574724228142026, 0.000686824923689524]","[0.0, 0.0, 0.00022135619816914545]",0.00022135619816914545,0.3222891169703802,46.3505345155514,-46.3505345155514,[1],,,0.0,[]
7.5646332755462895,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.01828628158104983, 0.0005023424263978653]","[0.0, 0.01828628158104983, 0.0005023424263978653]",0.01828628158104983,1.0,,,,,,,
7.5646332755462895,0,1,[0.01828628 1.        ],[1.],"[1.0, 0.01828628158104983, 0.0]","[1, 0.01828628158104983, 0.0005023424263978653]","[0.0, 0.0, 0.0005023424263978653]",0.0005023424263978653,1.0,,,,,,,
7.5646332755462895,1,0,[1.],[-0.01828628  1.        ],"[1.0, 0.01828628158104983, 0.0003343880940614423]","[1, 0.01828628158104983, 0.0005023424263978653]","[0.0, 0.0, 0.00016795433233642297]",0.00016795433233642297,0.3343423201197021,54.68580342962154,-54.68580342962154,[1],,,0.0,[]
8.497534359086439,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.015389702098764719, 0.0003621100343409296]","[0.0, 0.015389702098764719, 0.0003621100343409296]",0.015389702098764719,1.0,,,,,,,
8.497534359086439,0,1,[0.0153897 1.       ],[1.],"[1.0, 0.015389702098764719, 0.0]","[1, 0.015389702098764719, 0.0003621100343409296]","[0.0, 0.0, 0.0003621100343409296]",0.0003621100343409296,1.0,,,,,,,
8.497534359086439,1,0,[1.],[-0.0153897  1.       ],"[1.0, 0.015389702098764719, 0.00023684293068872318]","[1, 0.015389702098764719, 0.0003621100343409296]","[0.0, 0.0, 0.0001252671036522064]",0.0001252671036522064,0.34593657113148757,64.97851573619913,-64.97851573619913,[1],,,0.0,[]
9.545484566618338,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.012863738405426496, 0.0002573300657537263]","[0.0, 0.012863738405426496, 0.0002573300657537263]",0.012863738405426496,1.0,,,,,,,
9.545484566618338,0,1,[0.01286374 1.        ],[1.],"[1.0, 0.012863738405426496, 0.0]","[1, 0.012863738405426496, 0.0002573300657537263]","[0.0, 0.0, 0.0002573300657537263]",0.0002573300657537263,1.0,,,,,,,
9.545484566618338,1,0,[1.],[-0.01286374  1.        ],"[1.0, 0.012863738405426496, 0.00016547576576324461]","[1, 0.012863738405426496, 0.0002573300657537263]","[0.0, 0.0, 9.18542999904817e-05]",9.18542999904817e-05,0.3569512941343955,77.7378992391633,-77.7378992391633,[1],,,0.0,[]
10.722672220103233,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.010682656490469171, 0.00018036317399678026]","[0.0, 0.010682656490469171, 0.00018036317399678026]",0.010682656490469171,1.0,,,,,,,
10.722672220103233,0,1,[0.01068266 1.        ],[1.],"[1.0, 0.010682656490469171, 0.0]","[1, 0.010682656490469171, 0.00018036317399678026]","[0.0, 0.0, 0.00018036317399678026]",0.00018036317399678026,1.0,,,,,,,
10.722672220103233,1,0,[1.],[-0.01068266  1.        ],"[1.0, 0.010682656490469171, 0.0001141191496933631]","[1, 0.010682656490469171, 0.00018036317399678026]","[0.0, 0.0, 6.624402430341716e-05]",6.624402430341716e-05,0.36728131821743004,93.6096747931732,-93.6096747931732,[1],,,0.0,[]
12.045035402587823,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.008817402499896303, 0.0001247614916112029]","[0.0, 0.008817402499896303, 0.0001247614916112029]",0.008817402499896303,1.0,,,,,,,
12.045035402587823,0,1,[0.0088174 1.       ],[1.],"[1.0, 0.008817402499896303, 0.0]","[1, 0.008817402499896303, 0.0001247614916112029]","[0.0, 0.0, 0.0001247614916112029]",0.0001247614916112029,1.0,,,,,,,
12.045035402587823,1,0,[1.],[-0.0088174  1.       ],"[1.0, 0.008817402499896303, 7.774658684517758e-05]","[1, 0.008817402499896303, 0.0001247614916112029]","[0.0, 0.0, 4.701490476602532e-05]",4.701490476602532e-05,0.3768382708387212,113.41208479614721,-113.41208479614721,[1],,,0.0,[]
13.530477745798061,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.007236877093409934, 8.52363770647779e-05]","[0.0, 0.007236877093409934, 8.52363770647779e-05]",0.007236877093409934,1.0,,,,,,,
13.530477745798061,0,1,[0.00723688 1.        ],[1.],"[1.0, 0.007236877093409934, 0.0]","[1, 0.007236877093409934, 8.52363770647779e-05]","[0.0, 0.0, 8.52363770647779e-05]",8.52363770647779e-05,1.0,,,,,,,
13.530477745798061,1,0,[1.],[-0.00723688  1.        ],"[1.0, 0.007236877093409934, 5.237239006512142e-05]","[1, 0.007236877093409934, 8.52363770647779e-05]","[0.0, 0.0, 3.2863986999656484e-05]",3.2863986999656484e-05,0.3855629266678067,138.18115011385544,-138.18115011385544,[1],,,0.0,[]
15.199110829529333,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.005909203717737184, 5.7566348245322144e-05]","[0.0, 0.005909203717737184, 5.7566348245322144e-05]",0.005909203717737184,1.0,,,,,,,
15.199110829529333,0,1,[0.0059092 1.       ],[1.],"[1.0, 0.005909203717737184, 0.0]","[1, 0.005909203717737184, 5.7566348245322144e-05]","[0.0, 0.0, 5.7566348245322144e-05]",5.7566348245322144e-05,1.0,,,,,,,
15.199110829529333,1,0,[1.],[-0.0059092  1.       ],"[1.0, 0.005909203717737184, 3.491868857771896e-05]","[1, 0.005909203717737184, 5.7566348245322144e-05]","[0.0, 0.0, 2.2647659667603184e-05]",2.2647659667603184e-05,0.3934183834466787,169.22753855961676,-169.22753855961676,[1],,,0.0,[]
17.073526474706906,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.004802887471731455, 3.84717356789091e-05]","[0.0, 0.004802887471731455, 3.84717356789091e-05]",0.004802887471731455,1.0,,,,,,,
17.073526474706906,0,1,[0.00480289 1.        ],[1.],"[1.0, 0.004802887471731455, 0.0]","[1, 0.004802887471731455, 3.84717356789091e-05]","[0.0, 0.0, 3.84717356789091e-05]",3.84717356789091e-05,1.0,,,,,,,
17.073526474706906,1,0,[1.],[-0.00480289  1.        ],"[1.0, 0.004802887471731455, 2.3067728066114966e-05]","[1, 0.004802887471731455, 3.84717356789091e-05]","[0.0, 0.0, 1.5404007612794134e-05]",1.5404007612794134e-05,0.40039804134022705,208.208084383767,-208.208084383767,[1],,,0.0,[]
19.179102616724887,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.003887785592258419, 2.546807245111086e-05]","[0.0, 0.003887785592258419, 2.546807245111086e-05]",0.003887785592258419,1.0,,,,,,,
19.179102616724887,0,1,[0.00388779 1.        ],[1.],"[1.0, 0.003887785592258419, 0.0]","[1, 0.003887785592258419, 2.546807245111086e-05]","[0.0, 0.0, 2.546807245111086e-05]",2.546807245111086e-05,1.0,,,,,,,
19.179102616724887,1,0,[1.],[-0.00388779  1.        ],"[1.0, 0.003887785592258419, 1.5114876811372145e-05]","[1, 0.003887785592258419, 2.546807245111086e-05]","[0.0, 0.0, 1.0353195639738715e-05]",1.0353195639738715e-05,0.40651665569166906,257.21583052091586,-257.21583052091586,[1],,,0.0,[]
21.544346900318846,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.0031358430521384304, 1.6718394298536745e-05]","[0.0, 0.0031358430521384304, 1.6718394298536745e-05]",0.0031358430521384304,1.0,,,,,,,
21.544346900318846,0,1,[0.00313584 1.        ],[1.],"[1.0, 0.0031358430521384304, 0.0]","[1, 0.0031358430521384304, 1.6718394298536745e-05]","[0.0, 0.0, 1.6718394298536745e-05]",1.6718394298536745e-05,1.0,,,,,,,
21.544346900318846,1,0,[1.],[-0.00313584  1.        ],"[1.0, 0.0031358430521384304, 9.833511647644868e-06]","[1, 0.0031358430521384304, 1.6718394298536745e-05]","[0.0, 0.0, 6.884882650891877e-06]",6.884882650891877e-06,0.4118148267082364,318.89351073168933,-318.89351073168933,[1],,,0.0,[]
24.201282647943806,0,0,[1.],[1.],"[1.0, 0.0, 0.0]","[1, 0.002521580347768799, 1.0894120640719958e-05]","[0.0, 0.002521580347768799, 1.0894120640719958e-05]",0.002521580347768799,1.0,,,,,,,
24.201282647943806,0,1,[0.00252158 1.        ],[1.],"[1.0, 0.002521580347768799, 0.0]","[1, 0.002521580347768799, 1.0894120640719958e-05]","[0.0, 0.0, 1.0894120640719958e-05]",1.0894120640719958e-05,1.0,,,,,,,
